CookieID;medium;DaysLastVisits;Device;numVisits;TotalEvents;avgTime;UniqueEvents;UniquePageviews;Label
784561216;cpc;0;tablet;1;26;616;1;6;NonPurchaser
78483851;cpc;0;tablet;1;10;187;1;4;NonPurchaser
785211221;cpc;0;mobile;1;0;67;1;3;NonPurchaser
785385000;cpc;0;mobile;1;8;508;1;7;NonPurchaser
785395803;cpc;0;mobile;1;5;85;1;6;NonPurchaser
78655979;cpc;0;mobile;1;4;82;1;3;NonPurchaser
787083493;cpc;0;desktop;1;17;353;1;7;NonPurchaser
787263516;cpc;0;desktop;1;25;556;1;7;NonPurchaser
787816420;cpc;0;desktop;1;15;176;1;3;NonPurchaser
788294723;cpc;0;mobile;1;5;119;1;6;NonPurchaser
788897414;cpc;0;desktop;1;0;58;1;3;NonPurchaser
788979504;cpc;0;desktop;1;9;228;1;6;NonPurchaser
788991941;cpc;0;desktop;1;11;85;1;4;NonPurchaser
789228339;cpc;0;desktop;1;0;16;1;2;NonPurchaser
7894481;cpc;0;mobile;1;15;200;1;8;NonPurchaser
789916194;cpc;0;mobile;1;1;331;1;6;NonPurchaser
790183952;cpc;0;tablet;1;0;196;1;6;NonPurchaser
790324662;cpc;0;mobile;1;6;41;1;3;NonPurchaser
790434796;cpc;0;desktop;1;18;100;1;6;NonPurchaser
790724640;cpc;0;desktop;1;13;85;1;3;NonPurchaser
790897861;cpc;0;tablet;1;12;618;1;7;NonPurchaser
790998448;cpc;0;desktop;1;8;47;1;4;NonPurchaser
791390527;cpc;0;mobile;1;0;8;1;2;NonPurchaser
791626682;cpc;0;desktop;1;0;152;1;2;NonPurchaser
791771838;cpc;0;desktop;1;22;562;1;7;NonPurchaser
791776533;cpc;0;desktop;1;2;14;1;3;NonPurchaser
792136072;cpc;0;mobile;1;120;2433;1;9;NonPurchaser
792216189;cpc;0;mobile;1;14;191;1;5;NonPurchaser
79237717;cpc;0;mobile;1;0;184;1;5;NonPurchaser
792516702;cpc;0;desktop;1;0;85;1;2;NonPurchaser
792631346;cpc;0;tablet;1;0;23;1;3;NonPurchaser
793148249;cpc;0;mobile;1;27;469;1;9;NonPurchaser
793275030;cpc;0;mobile;1;15;287;1;8;NonPurchaser
793493216;cpc;0;desktop;1;9;253;1;4;Purchase
793607042;cpc;0;mobile;1;25;374;1;10;NonPurchaser
793678748;cpc;0;mobile;1;14;333;1;9;NonPurchaser
794441314;cpc;0;desktop;1;0;10;1;2;NonPurchaser
794578169;cpc;0;desktop;1;16;153;1;4;NonPurchaser
794882229;cpc;0;mobile;1;0;154;1;2;NonPurchaser
79491359;cpc;0;desktop;1;0;104;1;6;NonPurchaser
795246504;cpc;0;desktop;1;16;240;1;6;NonPurchaser
796238445;cpc;0;mobile;1;15;504;1;8;NonPurchaser
796357308;cpc;0;desktop;1;28;217;1;7;NonPurchaser
796452671;cpc;0;desktop;1;15;450;1;7;NonPurchaser
796591272;cpc;0;tablet;1;32;704;1;8;NonPurchaser
797269481;cpc;0;tablet;1;0;109;1;3;NonPurchaser
797528754;cpc;0;mobile;1;13;130;1;8;NonPurchaser
798962299;cpc;0;tablet;1;40;1334;1;5;NonPurchaser
799250964;cpc;0;mobile;1;4;57;1;3;NonPurchaser
799274035;cpc;0;tablet;1;11;239;1;4;NonPurchaser
800017968;cpc;0;mobile;1;1;144;1;6;NonPurchaser
800473704;cpc;0;desktop;1;20;261;1;4;NonPurchaser
800713359;cpc;0;tablet;1;0;27;1;3;NonPurchaser
800959705;cpc;0;mobile;1;6;323;1;6;NonPurchaser
801115303;cpc;0;desktop;1;0;169;1;6;NonPurchaser
8015902;cpc;0;mobile;1;1;52;1;5;NonPurchaser
801622428;cpc;0;mobile;1;30;962;1;12;NonPurchaser
801693402;cpc;0;tablet;1;11;298;1;7;NonPurchaser
80185156;cpc;0;mobile;1;0;971;1;4;NonPurchaser
801908252;cpc;0;mobile;1;1;114;1;5;NonPurchaser
801998123;cpc;0;tablet;1;13;1366;1;4;NonPurchaser
802641278;cpc;0;mobile;1;21;642;1;10;NonPurchaser
802997578;cpc;0;desktop;1;35;757;1;8;NonPurchaser
803021258;cpc;0;mobile;1;12;690;1;9;NonPurchaser
803656482;cpc;0;tablet;1;5;158;1;4;NonPurchaser
803812920;cpc;0;desktop;1;38;568;1;5;NonPurchaser
804392806;cpc;0;mobile;1;1;121;1;5;NonPurchaser
804557719;cpc;0;mobile;1;8;313;1;3;NonPurchaser
80520445;cpc;0;tablet;1;34;436;1;9;NonPurchaser
805619077;cpc;0;mobile;1;2;72;1;2;NonPurchaser
806354106;cpc;0;mobile;1;14;755;1;9;NonPurchaser
806585342;cpc;0;mobile;1;0;26;1;3;NonPurchaser
806645030;cpc;0;tablet;1;0;49;1;3;NonPurchaser
806966630;cpc;0;tablet;1;12;219;1;7;NonPurchaser
807697625;cpc;0;mobile;1;14;259;1;3;NonPurchaser
807866389;cpc;0;desktop;1;10;49;1;4;NonPurchaser
808138169;cpc;0;tablet;1;15;174;1;7;NonPurchaser
80833184;cpc;0;mobile;1;20;368;1;9;NonPurchaser
80843375;cpc;0;mobile;1;6;152;1;5;NonPurchaser
808842018;cpc;0;desktop;1;0;48;1;3;NonPurchaser
809419452;cpc;0;desktop;1;18;533;1;5;NonPurchaser
809502096;cpc;0;desktop;1;4;86;1;4;NonPurchaser
809877742;cpc;0;desktop;1;24;624;1;7;NonPurchaser
810313768;cpc;0;mobile;1;9;254;1;4;NonPurchaser
810882779;cpc;0;desktop;1;28;635;1;10;NonPurchaser
811770495;cpc;0;desktop;1;8;376;1;5;NonPurchaser
812207374;cpc;0;desktop;1;18;414;1;7;NonPurchaser
812333920;cpc;0;tablet;1;3;192;1;4;NonPurchaser
812414822;cpc;0;tablet;1;9;362;1;8;NonPurchaser
812970410;cpc;0;mobile;1;0;81;1;5;NonPurchaser
813159200;cpc;0;desktop;1;32;490;1;4;NonPurchaser
813247911;cpc;0;mobile;1;1;93;1;3;NonPurchaser
814000142;cpc;0;mobile;1;2;88;1;5;NonPurchaser
814015395;cpc;0;tablet;1;6;445;1;6;NonPurchaser
814497695;cpc;0;desktop;1;15;108;1;5;NonPurchaser
814592097;cpc;0;tablet;1;4;87;1;3;NonPurchaser
815185033;cpc;0;tablet;1;6;191;1;4;NonPurchaser
815303735;cpc;0;desktop;1;8;169;1;5;NonPurchaser
815398470;cpc;0;desktop;1;2;14;1;3;NonPurchaser
815989330;cpc;0;desktop;1;24;478;1;6;NonPurchaser
816133532;cpc;0;desktop;1;21;1426;1;7;NonPurchaser
816171500;cpc;0;mobile;1;7;337;1;5;NonPurchaser
816280468;cpc;0;desktop;1;27;1957;1;15;NonPurchaser
816981800;cpc;0;desktop;1;3;124;1;4;NonPurchaser
816997069;cpc;0;mobile;1;4;166;1;6;NonPurchaser
817203018;cpc;0;mobile;1;12;1193;1;8;NonPurchaser
818307892;cpc;0;desktop;1;26;953;1;8;NonPurchaser
819286767;cpc;0;tablet;1;7;85;1;4;NonPurchaser
819462131;cpc;0;desktop;1;32;981;1;5;NonPurchaser
81957416;cpc;0;mobile;1;12;385;1;8;NonPurchaser
8199873;cpc;0;mobile;1;0;15;1;2;NonPurchaser
820277316;cpc;0;desktop;1;14;164;1;4;NonPurchaser
821973153;cpc;0;tablet;1;14;629;1;7;NonPurchaser
822746137;cpc;0;mobile;1;8;320;1;5;NonPurchaser
822786011;cpc;0;desktop;1;0;0;1;1;NonPurchaser
822821315;cpc;0;tablet;1;8;105;1;4;NonPurchaser
823955041;cpc;0;desktop;1;11;251;1;5;NonPurchaser
824267769;cpc;0;desktop;1;7;82;1;4;NonPurchaser
824531356;cpc;0;tablet;1;28;1147;1;13;Purchase
824901613;cpc;0;desktop;1;25;614;1;8;Purchase
824914299;cpc;0;desktop;1;46;1877;1;10;NonPurchaser
825249472;cpc;0;desktop;1;34;335;1;7;Purchase
82526940;cpc;0;desktop;1;0;41;1;3;NonPurchaser
825445076;cpc;0;mobile;1;0;80;1;4;NonPurchaser
826303705;cpc;0;desktop;1;5;66;1;4;NonPurchaser
826440190;cpc;0;tablet;1;11;454;1;5;NonPurchaser
827315190;cpc;0;mobile;1;11;291;1;4;NonPurchaser
827338432;cpc;0;tablet;1;28;882;1;7;NonPurchaser
827525678;cpc;0;tablet;1;1;123;1;4;NonPurchaser
828353733;cpc;0;mobile;1;0;37;1;3;NonPurchaser
828835493;cpc;0;mobile;1;22;490;1;7;NonPurchaser
829169275;cpc;0;desktop;1;35;341;1;7;NonPurchaser
829782851;cpc;0;desktop;1;77;749;1;12;Purchase
830311120;cpc;0;mobile;1;9;127;1;6;NonPurchaser
83095233;cpc;0;mobile;1;16;332;1;9;NonPurchaser
831084930;cpc;0;mobile;1;19;333;1;6;NonPurchaser
831086463;cpc;0;desktop;1;16;204;1;6;NonPurchaser
831649096;cpc;0;mobile;1;0;31;1;2;NonPurchaser
831844932;cpc;0;tablet;1;5;94;1;4;NonPurchaser
832346116;cpc;0;desktop;1;0;41;1;3;NonPurchaser
832481211;cpc;0;tablet;1;13;432;1;6;NonPurchaser
832884950;cpc;0;tablet;1;12;814;1;8;NonPurchaser
833184239;cpc;0;desktop;1;35;412;1;5;NonPurchaser
833488572;cpc;0;mobile;1;6;191;1;5;NonPurchaser
833503821;cpc;0;tablet;1;3;84;1;4;NonPurchaser
834124587;cpc;0;desktop;1;12;262;1;4;NonPurchaser
835114926;cpc;0;tablet;1;9;67;1;4;NonPurchaser
835133541;cpc;0;tablet;1;0;267;1;2;NonPurchaser
835747060;cpc;0;tablet;1;73;437;1;4;NonPurchaser
836051407;cpc;0;desktop;1;8;262;1;4;NonPurchaser
836154309;cpc;0;desktop;1;17;305;1;6;NonPurchaser
836337115;cpc;0;desktop;1;56;1805;1;10;NonPurchaser
836388638;cpc;0;mobile;1;0;431;1;4;NonPurchaser
836727781;cpc;0;tablet;1;38;1600;1;11;NonPurchaser
836806155;cpc;0;desktop;1;16;1255;1;7;NonPurchaser
836830241;cpc;0;desktop;1;10;112;1;5;NonPurchaser
836855779;cpc;0;desktop;1;25;558;1;11;NonPurchaser
837592179;cpc;0;desktop;1;14;119;1;5;NonPurchaser
8378501;cpc;0;tablet;1;0;57;1;2;NonPurchaser
837986469;cpc;0;mobile;1;15;399;1;9;NonPurchaser
83991910;cpc;0;desktop;1;21;329;1;4;NonPurchaser
840958396;cpc;0;desktop;1;14;163;1;6;NonPurchaser
841126762;cpc;0;mobile;1;8;597;1;8;NonPurchaser
841779128;cpc;0;mobile;1;3;28;1;2;NonPurchaser
84191182;cpc;0;desktop;1;9;102;1;4;Purchase
842114496;cpc;0;mobile;1;0;71;1;2;NonPurchaser
842790873;cpc;0;tablet;1;20;626;1;11;NonPurchaser
842983272;cpc;0;desktop;1;0;284;1;2;NonPurchaser
843191817;cpc;0;mobile;1;35;480;1;11;NonPurchaser
843278695;cpc;0;desktop;1;5;145;1;5;NonPurchaser
843492128;cpc;0;tablet;1;1;59;1;4;NonPurchaser
843591118;cpc;0;mobile;1;0;28;1;2;NonPurchaser
844664948;cpc;0;desktop;1;0;126;1;2;NonPurchaser
844684291;cpc;0;tablet;1;14;261;1;6;NonPurchaser
844721811;cpc;0;mobile;1;0;307;1;3;NonPurchaser
845879268;cpc;0;mobile;1;4;165;1;7;NonPurchaser
846623499;cpc;0;desktop;1;21;536;1;9;NonPurchaser
846680163;cpc;0;desktop;1;0;7;1;2;NonPurchaser
846877667;cpc;0;mobile;1;6;230;1;6;NonPurchaser
848045634;cpc;0;tablet;1;16;400;1;6;NonPurchaser
84866432;cpc;0;mobile;1;12;394;1;5;NonPurchaser
849131124;cpc;0;mobile;1;0;31;1;2;NonPurchaser
84919273;cpc;0;desktop;1;5;50;1;4;NonPurchaser
849434434;cpc;0;mobile;1;0;103;1;2;NonPurchaser
849741188;cpc;0;desktop;1;5;414;1;4;NonPurchaser
85062910;cpc;0;desktop;1;0;48;1;3;NonPurchaser
851130184;cpc;0;mobile;1;8;360;1;5;NonPurchaser
852128574;cpc;0;desktop;1;4;241;1;3;NonPurchaser
853071811;cpc;0;mobile;1;0;33;1;3;NonPurchaser
853163381;cpc;0;mobile;1;0;18;1;2;NonPurchaser
853357464;cpc;0;mobile;1;83;3057;1;10;NonPurchaser
853652839;cpc;0;desktop;1;22;284;1;5;NonPurchaser
854713068;cpc;0;desktop;1;49;1265;1;6;Purchase
85545353;cpc;0;tablet;1;0;29;1;2;NonPurchaser
85556459;cpc;0;mobile;1;30;1453;1;13;Purchase
855677382;cpc;0;desktop;1;13;64;1;6;NonPurchaser
855689836;cpc;0;desktop;1;11;139;1;3;NonPurchaser
855704323;cpc;0;desktop;1;54;587;1;9;Purchase
855741478;cpc;0;desktop;1;66;1005;1;12;NonPurchaser
855789863;cpc;0;desktop;1;10;68;1;4;NonPurchaser
855811652;cpc;0;mobile;1;7;119;1;8;NonPurchaser
856186068;cpc;0;tablet;1;12;435;1;10;NonPurchaser
856359031;cpc;0;desktop;1;1;130;1;4;NonPurchaser
857414662;cpc;0;mobile;1;9;95;1;5;NonPurchaser
85771981;cpc;0;mobile;1;17;296;1;4;NonPurchaser
858381647;cpc;0;desktop;1;0;18;1;2;NonPurchaser
858821966;cpc;0;tablet;1;0;99;1;4;NonPurchaser
858842948;cpc;0;desktop;1;7;190;1;5;NonPurchaser
859742953;cpc;0;tablet;1;11;235;1;6;NonPurchaser
860573035;cpc;0;mobile;1;0;36;1;3;NonPurchaser
861674080;cpc;0;mobile;1;0;39;1;2;NonPurchaser
8623729;cpc;0;desktop;1;0;21;1;2;NonPurchaser
862644001;cpc;0;desktop;1;40;669;1;11;NonPurchaser
862797475;cpc;0;desktop;1;28;476;1;4;NonPurchaser
862946459;cpc;0;mobile;1;1;146;1;6;NonPurchaser
864844599;cpc;0;mobile;1;0;68;1;4;NonPurchaser
865090640;cpc;0;desktop;1;17;1064;1;6;NonPurchaser
865185888;cpc;0;mobile;1;22;627;1;18;NonPurchaser
865408795;cpc;0;desktop;1;9;419;1;7;Purchase
865643080;cpc;0;desktop;1;35;1067;1;7;NonPurchaser
865944851;cpc;0;desktop;1;37;481;1;6;NonPurchaser
866342484;cpc;0;mobile;1;0;156;1;2;NonPurchaser
867095467;cpc;0;desktop;1;9;151;1;3;NonPurchaser
867168642;cpc;0;desktop;1;12;362;1;6;NonPurchaser
867701103;cpc;0;mobile;1;2;1489;1;2;NonPurchaser
867832976;cpc;0;desktop;1;35;771;1;7;NonPurchaser
86858345;cpc;0;desktop;1;25;315;1;4;NonPurchaser
868813126;cpc;0;desktop;1;3;129;1;3;NonPurchaser
868880834;cpc;0;mobile;1;37;228;1;7;NonPurchaser
869061930;cpc;0;desktop;1;22;924;1;6;NonPurchaser
869497665;cpc;0;tablet;1;9;307;1;3;NonPurchaser
870083471;cpc;0;mobile;1;30;694;1;9;NonPurchaser
870219956;cpc;0;mobile;1;30;797;1;9;NonPurchaser
870449896;cpc;0;mobile;1;9;187;1;6;NonPurchaser
870555225;cpc;0;tablet;1;17;498;1;8;NonPurchaser
870668358;cpc;0;desktop;1;0;81;1;2;NonPurchaser
870715131;cpc;0;tablet;1;0;66;1;4;NonPurchaser
871262041;cpc;0;mobile;1;22;375;1;8;NonPurchaser
871349839;cpc;0;tablet;1;10;134;1;4;NonPurchaser
87171645;cpc;0;desktop;1;32;1973;1;7;NonPurchaser
871916895;cpc;0;desktop;1;10;118;1;4;NonPurchaser
872244265;cpc;0;desktop;1;0;39;1;2;NonPurchaser
872255565;cpc;0;mobile;1;0;38;1;2;NonPurchaser
873066722;cpc;0;mobile;1;0;202;1;4;NonPurchaser
874471426;cpc;0;desktop;1;9;49;1;4;NonPurchaser
874541839;cpc;0;mobile;1;20;214;1;8;NonPurchaser
874726368;cpc;0;mobile;1;0;95;1;2;NonPurchaser
874864624;cpc;0;desktop;1;25;205;1;6;NonPurchaser
874924133;cpc;0;tablet;1;22;1414;1;10;NonPurchaser
875122444;cpc;0;desktop;1;0;12;1;2;NonPurchaser
875406604;cpc;0;mobile;1;1;87;1;4;NonPurchaser
875716901;cpc;0;tablet;1;19;355;1;6;NonPurchaser
876555049;cpc;0;desktop;1;0;16;1;3;NonPurchaser
876802178;cpc;0;mobile;1;9;488;1;6;NonPurchaser
876838450;cpc;0;tablet;1;16;313;1;7;NonPurchaser
877028737;cpc;0;desktop;1;35;735;1;11;Purchase
877143895;cpc;0;tablet;1;19;288;1;10;NonPurchaser
877915379;cpc;0;mobile;1;0;139;1;2;NonPurchaser
878182967;cpc;0;mobile;1;83;457;1;10;NonPurchaser
879372381;cpc;0;desktop;1;8;277;1;4;NonPurchaser
879443619;cpc;0;desktop;1;24;664;1;9;NonPurchaser
87946261;cpc;0;desktop;1;11;394;1;6;Purchase
879499981;cpc;0;mobile;1;13;169,5;2;7;NonPurchaser
879752581;cpc;0;desktop;1;11;411;1;4;NonPurchaser
879839305;cpc;0;mobile;1;0;146;1;3;NonPurchaser
879976829;cpc;0;desktop;1;10;158;1;4;NonPurchaser
880080347;cpc;0;desktop;1;21;177;1;5;NonPurchaser
880094068;cpc;0;mobile;1;0;134;1;4;NonPurchaser
880159325;cpc;0;desktop;1;20;403;1;5;NonPurchaser
883210383;cpc;0;mobile;1;7;120;1;4;NonPurchaser
883398753;cpc;0;desktop;1;10;243;1;4;NonPurchaser
883982596;cpc;0;mobile;1;15;459;1;10;NonPurchaser
88437454;cpc;0;desktop;1;0;25;1;2;NonPurchaser
884573767;cpc;0;desktop;1;0;213;1;3;NonPurchaser
885166210;cpc;0;desktop;1;50;580;1;14;NonPurchaser
885448662;cpc;0;tablet;1;6;636;1;7;NonPurchaser
886028254;cpc;0;mobile;1;2;36;1;3;NonPurchaser
886039016;cpc;0;desktop;1;25;271;1;6;NonPurchaser
886203403;cpc;0;tablet;1;18;335;1;5;NonPurchaser
886278586;cpc;0;desktop;1;0;431;1;3;NonPurchaser
8880447;cpc;0;desktop;1;18;229;1;5;NonPurchaser
888205459;cpc;0;desktop;1;5;239;1;4;NonPurchaser
888387565;cpc;0;desktop;1;0;29;1;3;NonPurchaser
888444295;cpc;0;desktop;1;11;39;1;4;NonPurchaser
889236058;cpc;0;desktop;1;0;369;1;4;NonPurchaser
889247984;cpc;0;mobile;1;0;13;1;2;NonPurchaser
889379139;cpc;0;tablet;1;31;987;1;7;NonPurchaser
889450972;cpc;0;mobile;1;1;154;1;5;NonPurchaser
889689694;cpc;0;tablet;1;14;150;1;4;NonPurchaser
89020860;cpc;0;desktop;1;0;59;1;3;NonPurchaser
890397454;cpc;0;desktop;1;0;200;1;5;NonPurchaser
890705078;cpc;0;mobile;1;0;111;1;4;NonPurchaser
890874501;cpc;0;desktop;1;0;5;1;2;NonPurchaser
891363227;cpc;0;desktop;1;10;441;1;5;NonPurchaser
892221208;cpc;0;desktop;1;0;31;1;3;NonPurchaser
892842907;cpc;0;tablet;1;24;547;1;5;NonPurchaser
892846253;cpc;0;desktop;1;7;53;1;4;NonPurchaser
893006609;cpc;0;tablet;1;6;202;1;6;NonPurchaser
894550923;cpc;0;desktop;1;7;240;1;7;NonPurchaser
894587405;cpc;0;mobile;1;0;29;1;3;NonPurchaser
895028760;cpc;0;desktop;1;11;199;1;7;NonPurchaser
895062539;cpc;0;mobile;1;9;188;1;6;NonPurchaser
895373184;cpc;0;desktop;1;62;1264;1;13;NonPurchaser
895441624;cpc;0;tablet;1;10;227;1;4;NonPurchaser
895510404;cpc;0;mobile;1;0;30;1;2;NonPurchaser
895616823;cpc;0;desktop;1;7;86;1;4;NonPurchaser
895814936;cpc;0;mobile;1;11;537;1;6;NonPurchaser
896047765;cpc;0;mobile;1;45;1294;1;10;NonPurchaser
896730037;cpc;0;mobile;1;17;249;1;7;NonPurchaser
896968120;cpc;0;desktop;1;3;431;1;3;NonPurchaser
897117384;cpc;0;tablet;1;72;2985;1;15;NonPurchaser
897203675;cpc;0;desktop;1;42;295;1;11;Purchase
897496051;cpc;0;mobile;1;0;38;1;3;NonPurchaser
897595264;cpc;0;desktop;1;11;41;1;4;NonPurchaser
897726137;cpc;0;mobile;1;13;232;1;7;NonPurchaser
897744916;cpc;0;desktop;1;0;0;1;1;NonPurchaser
897965230;cpc;0;mobile;1;2;100;1;5;NonPurchaser
898098363;cpc;0;tablet;1;0;318;1;5;NonPurchaser
898287611;cpc;0;desktop;1;50;627;1;11;Purchase
898535716;cpc;0;mobile;1;0;21;1;2;NonPurchaser
898791637;cpc;0;tablet;1;10;161;1;5;NonPurchaser
899034858;cpc;0;desktop;1;9;167;1;4;NonPurchaser
899061400;cpc;0;tablet;1;28;2980;1;18;NonPurchaser
899273053;cpc;0;desktop;1;8;37;1;4;NonPurchaser
899346559;cpc;0;desktop;1;40;1093;1;10;Purchase
899734871;cpc;0;mobile;1;24;349;1;10;NonPurchaser
900128833;cpc;0;desktop;1;0;21;1;4;NonPurchaser
900306765;cpc;0;mobile;1;10;203;1;6;NonPurchaser
901645667;cpc;0;tablet;1;26;535;1;8;NonPurchaser
901996450;cpc;0;tablet;1;9;365;1;5;NonPurchaser
902800169;cpc;0;tablet;1;0;292;1;3;NonPurchaser
902881210;cpc;0;tablet;1;0;300;1;2;NonPurchaser
902923483;cpc;0;mobile;1;18;489;1;6;NonPurchaser
903135242;cpc;0;desktop;1;24;165;1;5;NonPurchaser
903534265;cpc;0;desktop;1;15;933;1;5;NonPurchaser
9036752;cpc;0;desktop;1;0;8;1;2;NonPurchaser
904112475;cpc;0;desktop;1;8;137;1;4;NonPurchaser
904339997;cpc;0;desktop;1;9;52;1;4;NonPurchaser
904741060;cpc;0;desktop;1;0;45;1;4;NonPurchaser
905161395;cpc;0;mobile;1;18;353;1;12;NonPurchaser
905556409;cpc;0;desktop;1;75;1345;1;9;NonPurchaser
906198740;cpc;0;mobile;1;1;1433;1;6;NonPurchaser
906292052;cpc;0;mobile;1;0;37;1;2;NonPurchaser
906647655;cpc;0;mobile;1;6;149;1;5;NonPurchaser
907187879;cpc;0;mobile;1;1;66;1;4;NonPurchaser
908546587;cpc;0;tablet;1;7;90;1;3;NonPurchaser
908658180;cpc;0;desktop;1;23;355;1;11;NonPurchaser
909153178;cpc;0;desktop;1;9;125;1;6;NonPurchaser
909283933;cpc;0;tablet;1;3;152;1;5;NonPurchaser
910249349;cpc;0;desktop;1;14;463;1;7;NonPurchaser
910272775;cpc;0;desktop;1;22;756;1;9;NonPurchaser
910444386;cpc;0;tablet;1;0;20;1;3;NonPurchaser
910495152;cpc;0;mobile;1;12;226;1;4;NonPurchaser
911034963;cpc;0;desktop;1;16;141;1;5;NonPurchaser
911468973;cpc;0;desktop;1;5;280;1;7;NonPurchaser
912118097;cpc;0;desktop;1;13;68;1;4;NonPurchaser
912173089;cpc;0;desktop;1;0;61;1;2;NonPurchaser
912352938;cpc;0;tablet;1;35;486;1;9;NonPurchaser
913917953;cpc;0;desktop;1;11;66;1;4;NonPurchaser
914147005;cpc;0;mobile;1;2;40;1;3;NonPurchaser
91428232;cpc;0;desktop;1;2;206;1;3;NonPurchaser
914656918;cpc;0;desktop;1;0;8;1;2;NonPurchaser
914857308;cpc;0;tablet;1;8;665;1;8;NonPurchaser
914883207;cpc;0;desktop;1;4;64;1;5;NonPurchaser
915005958;cpc;0;tablet;1;1;74;1;6;NonPurchaser
915180664;cpc;0;tablet;1;11;87;1;4;NonPurchaser
915306610;cpc;0;tablet;1;20;288;1;5;NonPurchaser
916688447;cpc;0;mobile;1;0;18;1;2;NonPurchaser
916867;cpc;0;mobile;1;0;38;1;2;NonPurchaser
917495448;cpc;0;desktop;1;0;54;1;3;NonPurchaser
917867283;cpc;0;desktop;1;88;1818;1;10;NonPurchaser
91787523;cpc;0;desktop;1;45;1294;1;9;NonPurchaser
917921080;cpc;0;tablet;1;0;11;1;2;NonPurchaser
918270674;cpc;0;mobile;1;0;69;1;3;NonPurchaser
918464675;cpc;0;desktop;1;13;671;1;10;NonPurchaser
918738126;cpc;0;desktop;1;6;437;1;13;NonPurchaser
919636576;cpc;0;desktop;1;0;69;1;2;NonPurchaser
920320119;cpc;0;desktop;1;8;694;1;3;NonPurchaser
920335230;cpc;0;mobile;1;83;703;1;10;NonPurchaser
921947183;cpc;0;mobile;1;0;46;1;2;NonPurchaser
922785646;cpc;0;mobile;1;108;2099;1;8;NonPurchaser
922993496;cpc;0;mobile;1;3;191;1;5;NonPurchaser
923676876;cpc;0;desktop;1;15;317;1;6;NonPurchaser
9243081;cpc;0;mobile;1;10;146;1;7;NonPurchaser
924792197;cpc;0;mobile;1;0;0;1;1;NonPurchaser
926082671;cpc;0;desktop;1;0;17;1;2;NonPurchaser
92620319;cpc;0;mobile;1;7;440;1;9;NonPurchaser
926467335;cpc;0;desktop;1;0;81;1;3;NonPurchaser
926735423;cpc;0;mobile;1;11;191;1;4;NonPurchaser
926807280;cpc;0;desktop;1;9;196;1;4;NonPurchaser
927047439;cpc;0;desktop;1;15;301;1;4;NonPurchaser
927438570;cpc;0;desktop;1;9;202;1;4;NonPurchaser
928139708;cpc;0;desktop;1;12;1489;1;12;NonPurchaser
929354030;cpc;0;desktop;1;15;458;1;7;NonPurchaser
929387025;cpc;0;desktop;1;33;901;1;7;NonPurchaser
92949895;cpc;0;mobile;1;13;311;1;5;NonPurchaser
929693360;cpc;0;desktop;1;3;37;1;5;NonPurchaser
929990443;cpc;0;mobile;1;29;515;1;8;NonPurchaser
930060860;cpc;0;desktop;1;12;168;1;6;NonPurchaser
930157346;cpc;0;tablet;1;18;473;1;7;NonPurchaser
931165845;cpc;0;desktop;1;0;37;1;2;NonPurchaser
931540759;cpc;0;mobile;1;0;16;1;3;NonPurchaser
931603414;cpc;0;mobile;1;0;34;1;2;NonPurchaser
931776464;cpc;0;mobile;1;11;260;1;10;NonPurchaser
932531732;cpc;0;desktop;1;16;142;1;6;NonPurchaser
932633584;cpc;0;tablet;1;15;147;1;6;NonPurchaser
932755534;cpc;0;desktop;1;0;24;1;2;NonPurchaser
933077560;cpc;0;desktop;1;6;129;1;6;NonPurchaser
934292134;cpc;0;desktop;1;10;117;1;5;NonPurchaser
934454028;cpc;0;desktop;1;14;82;1;5;NonPurchaser
934457108;cpc;0;tablet;1;0;121;1;2;NonPurchaser
934871423;cpc;0;tablet;1;6;60;1;4;NonPurchaser
935131171;cpc;0;tablet;1;4;414;1;7;NonPurchaser
935135275;cpc;0;tablet;1;28;1232;1;9;NonPurchaser
935174590;cpc;0;desktop;1;22;129;1;6;NonPurchaser
935256819;cpc;0;tablet;1;25;692;1;7;NonPurchaser
935504811;cpc;0;desktop;1;28;471;1;7;NonPurchaser
935810415;cpc;0;desktop;1;28;279;1;4;NonPurchaser
936115758;cpc;0;tablet;1;2;294;1;6;NonPurchaser
93642691;cpc;0;tablet;1;74;502;1;7;NonPurchaser
936462921;cpc;0;mobile;1;0;168;1;2;NonPurchaser
936495366;cpc;0;mobile;1;15;281;1;9;NonPurchaser
93686949;cpc;0;mobile;1;0;34;1;1;NonPurchaser
937182830;cpc;0;mobile;1;6;208;1;5;NonPurchaser
937415454;cpc;0;mobile;1;5;258;1;7;NonPurchaser
937522121;cpc;0;desktop;1;10;200;1;6;NonPurchaser
937740257;cpc;0;tablet;1;0;18;1;3;NonPurchaser
937997065;cpc;0;mobile;1;17;209;1;6;NonPurchaser
938609173;cpc;0;desktop;1;2;13;1;3;NonPurchaser
938640174;cpc;0;mobile;1;0;21;1;2;NonPurchaser
938735564;cpc;0;tablet;1;13;350;1;4;NonPurchaser
9388131;cpc;0;tablet;1;8;131;1;4;NonPurchaser
938976017;cpc;0;desktop;1;41;766;1;10;NonPurchaser
939024745;cpc;0;tablet;1;0;34;1;2;NonPurchaser
939836324;cpc;0;mobile;1;0;31;1;2;NonPurchaser
940236195;cpc;0;tablet;1;18;1325;1;8;NonPurchaser
